movieId,keywords,cast,genres,popularity,title,director,prod_company,avg_rating,revenue_millions
3546,"['based on novel', 'sister sister relationship', 'aging']","['Bette Davis', 'Joan Crawford', 'Victor Buono']","['Drama', 'Horror', 'Thriller']",4.86,What Ever Happened to Baby Jane?,Robert Aldrich,Seven Arts Productions,3.78,0.0
3548,"['based on novel', 'love', 'children']","['Rosalind Russell', 'Forrest Tucker', 'Coral Browne']","['Comedy', 'Drama']",1.85,Auntie Mame,Morton DaCosta,Warner Bros.,3.89,0.0
3549,"['based on play or musical', 'singing', 'based on short story']","['Marlon Brando', 'Jean Simmons', 'Frank Sinatra']","['Comedy', 'Music', 'Romance']",4.86,Guys and Dolls,Joseph L. Mankiewicz,"Samuel Goldwyn Company, The",3.74,0.0
3551,"['sex', 'based on novel', 'nudity']","['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider']",['Thriller'],6.01,Marathon Man,John Schlesinger,Paramount Pictures,3.86,21.709
3552,"['golf', 'underwear', 'sport']","['Chevy Chase', 'Rodney Dangerfield', 'Ted Knight']",['Comedy'],10.45,Caddyshack,Harold Ramis,Orion Pictures,3.67,39.846
3553,"['college', 'suspense', 'gossip']","['Joshua Jackson', 'James Marsden', 'Kate Hudson']","['Drama', 'Mystery', 'Thriller']",8.26,Gossip,Davis Guggenheim,Village Roadshow Pictures,2.8,5.109
3554,"['lovers', 'affection', 'sport']","['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan']","['Action', 'Comedy', 'Drama']",5.73,Love & Basketball,Gina Prince-Bythewood,40 Acres & A Mule Filmworks,3.42,27.728
3556,"['michigan', '1970s', 'youth']","['James Woods', 'Kathleen Turner', 'Kirsten Dunst']","['Drama', 'Romance']",10.51,The Virgin Suicides,Sofia Coppola,American Zoetrope,3.65,10.409
3557,"['fight', 'blindness and impaired vision', 'victim']","['Andy García', 'Lance Henriksen', 'Uma Thurman']","['Crime', 'Drama', 'Mystery']",4.62,Jennifer Eight,Bruce Robinson,Paramount Pictures,2.97,11.39
3559,['ballet dancer'],"['Charlie Chaplin', 'Claire Bloom', 'Nigel Bruce']","['Comedy', 'Drama', 'Romance']",10.76,Limelight,Charlie Chaplin,Celebrated Productions,3.74,0.0
3561,[],"['Andra Millian', 'Kevin Costner', 'Eve Lilith']",['Drama'],0.0,Stacy's Knights,Jim Wilson,Crown International Pictures,2.0,0.0
3562,"['texas', 'romance', 'independent film']","['Heather Graham', 'Casey Affleck', 'Luke Wilson']","['Comedy', 'Drama']",0.89,Committed,Lisa Krueger,Miramax Films,2.7,0.0
3564,"['waitress', 'marriage proposal', 'flirt']","['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston']","['Science Fiction', 'Comedy', 'Family']",6.05,The Flintstones in Viva Rock Vegas,Brian Levant,Universal Pictures,1.86,59.468
3565,"['california', 'baby', 'supermarket']","['Natalie Portman', 'Ashley Judd', 'Stockard Channing']","['Comedy', 'Drama', 'Romance']",5.83,Where the Heart Is,Matt Williams,Twentieth Century Fox Film Corporation,3.3,33.771
3566,"['religion and supernatural', 'independent film', 'lubricant']","['Kevin Spacey', 'Danny DeVito', 'Peter Facinelli']","['Comedy', 'Drama']",4.9,The Big Kahuna,John Swanbeck,Franchise Pictures,3.27,3.729
3571,"['sexuality', 'jealousy', 'manipulation']","['Xander Berkeley', 'Golden Brooks', 'Saffron Burrows']",['Drama'],0.97,Timecode,Mike Figgis,Screen Gems,3.19,0.0
3572,"['vegetarian', 'gore', 'dinosaur']","['Diane Ladd', 'Raphael Sbarge', 'Jennifer Runyon']","['Horror', 'Science Fiction']",0.29,Carnosaur,Adam Simon,New Horizon Picture Corp.,1.67,1.754
3573,['dinosaur'],"['John Savage', 'Cliff De Young', 'Don Stroud']","['Horror', 'Science Fiction']",0.55,Carnosaur 2,Louis Morneau,New Horizons Picture,1.46,0.0
3575,['gay relationship'],"['Daniel Chilson', 'Niklaus Lange', 'Don Handfield']","['Drama', 'Romance']",1.09,Defying Gravity,John Keitel,Boom Pictures Inc.,3.39,0.0
3576,"['record store', 'robbery', 'fbi']","['Kyle MacLachlan', 'Michael Nouri', 'Claudia Christian']","['Action', 'Horror', 'Science Fiction']",5.47,The Hidden,Jack Sholder,New Line Cinema,3.57,0.0
3577,[],"['Sherilyn Fenn', 'Richard Tyson', 'Louise Fletcher']","['Drama', 'Romance']",2.26,Two Moon Junction,Zalman King,DDM Film Corporation,2.5,1.547
3579,['africa'],"['Kim Basinger', 'Vincent Pérez', 'Liam Aiken']","['Romance', 'Drama', 'Adventure']",2.77,I Dreamed of Africa,Hugh Hudson,Columbia Pictures,2.49,0.0
3584,"['mexico', 'eroticism', 'quickie']","['Richard Gere', 'Valérie Kaprisky', 'Art Metrano']","['Action', 'Drama', 'Romance']",7.59,Breathless,Jim McBride,Orion Pictures,2.84,19.91
3585,"['civil war', 'spy', 'hijacking of train']","['Fess Parker', 'Jeffrey Hunter', 'Jeff York']","['Action', 'Adventure', 'Drama']",1.88,The Great Locomotive Chase,Francis D. Lyon,Walt Disney Productions,3.28,0.0
3588,"['brother brother relationship', 'monopoly', 'boardwalk']","['Jack Nicholson', 'Bruce Dern', 'Ellen Burstyn']",['Drama'],1.59,The King of Marvin Gardens,Bob Rafelson,The Criterion Collection,3.35,0.0
3590,[],"['Perry King', 'Sylvester Stallone', 'Henry Winkler']",['Drama'],1.39,The Lords of Flatbush,Martin Davidson,Columbia Pictures,2.88,4.0
3591,"['housewife', 'job']","['Michael Keaton', 'Teri Garr', 'Fred Koehler']","['Comedy', 'Drama', 'Family']",10.69,Mr. Mom,Stan Dragoti,Twentieth Century Fox Film Corporation,3.26,64.784
3593,"['based on novel', 'post-apocalyptic', 'dystopia']","['John Travolta', 'Barry Pepper', 'Forest Whitaker']","['Action', 'Science Fiction', 'War']",5.28,Battlefield Earth,Roger Christian,Franchise Pictures,1.61,21.4
3594,"['new york', 'competition', 'dancer']","['Amanda Schull', 'Zoe Saldana', 'Susan May Pratt']","['Drama', 'Music']",10.49,Center Stage,Nicholas Hytner,Columbia Pictures,3.28,17.201
3597,"['independent film', 'diner', 'dating']","['Amanda Peet', 'Brian Van Holt', 'Jonathan Abrahams']","['Comedy', 'Romance']",0.75,Whipped,Peter M. Cohen,Hi-Rez Films,2.58,0.0
3598,"['shakespeare', 'loss of lover', 'loss of father']","['Ethan Hawke', 'Kyle MacLachlan', 'Diane Venora']",['Drama'],12.9,Hamlet,Michael Almereyda,Miramax Films,3.41,1.569
3599,"['musical', 'new york city', 'cartoon mouse']","['Frank Sinatra', 'Kathryn Grayson', 'Gene Kelly']","['Comedy', 'Fantasy', 'Music']",4.35,Anchors Aweigh,George Sidney,Metro-Goldwyn-Mayer (MGM),3.56,0.0
3600,"['hawaii', 'musical', 'romantic comedy']","['Elvis Presley', 'Joan Blackman', 'Angela Lansbury']","['Comedy', 'Music', 'Romance']",6.66,Blue Hawaii,Norman Taurog,Paramount Pictures,2.72,0.0
3601,"['children', 'classic']","['James Garner', 'Vera Miles', 'Eric Shea']","['Adventure', 'Family', 'Comedy']",0.02,The Castaway Cowboy,Vincent McEveety,Walt Disney Production,3.01,0.0
3602,[],"['Elvis Presley', 'Juliet Prowse', 'Robert Ivers']","['Comedy', 'Music']",1.59,G.I. Blues,Norman Taurog,Paramount Pictures,2.73,0.0
3603,['gay'],"['Kevin Coughlin', 'Brooke Bundy', 'Lawrence P. Casey']",['Comedy'],0.07,The Gay Deceivers,Bruce Kessler,Fanfare Films,2.39,0.0
3604,['burlesque'],"['Natalie Wood', 'Rosalind Russell', 'Karl Malden']","['Comedy', 'Drama', 'Music']",2.18,Gypsy,Mervyn LeRoy,Warner Bros.,3.61,0.0
3605,"['nightclub', 'musical', 'crime boss']","['Elvis Presley', 'Carolyn Jones', 'Walter Matthau']","['Drama', 'Action', 'Music']",4.75,King Creole,Michael Curtiz,Paramount Pictures,2.96,0.0
3606,"['musical', 'u.s. navy', 'turnstile']","['Gene Kelly', 'Frank Sinatra', 'Jules Munshin']","['Comedy', 'Music', 'Romance']",3.45,On the Town,Stanley Donen,Metro-Goldwyn-Mayer (MGM),3.87,0.0
3607,"['native american', 'modern western']","['James Garner', 'Vera Miles', 'Pat Hingle']",['Family'],0.47,One Little Indian,Bernard McEveety,Walt Disney Productions,2.79,0.0
3608,"['prenzlauer berg', 'dark comedy', 'dark humor']","['Paul Reubens', 'E.G. Daily', 'Mark Holton']","['Adventure', 'Comedy']",11.46,Pee-wee's Big Adventure,Tim Burton,Aspen Film Society,3.23,40.941
3610,"['rock and roll', 'fair', 'lovers']","['Elvis Presley', 'Barbara Stanwyck', 'Leif Erickson']","['Drama', 'Music', 'Romance']",1.05,Roustabout,John Rich,Paramount Pictures,2.59,3.0
3611,"['brazil', 'culture']","['José Oliveira', 'Fred Shields', 'Pinto Colvig']","['Animation', 'Family']",3.92,Saludos Amigos,William Roberts,RKO Radio Pictures,2.92,0.0
3613,['hotel'],"['Don Ameche', 'Joe Mantegna', 'Robert Prosky']","['Drama', 'Comedy', 'Crime']",6.27,Things Change,David Mamet,Columbia Pictures,3.61,0.0
3614,"['hawaii', 'gambling debts', 'woman between two men']","['Nicolas Cage', 'James Caan', 'Sarah Jessica Parker']","['Action', 'Comedy', 'Romance']",8.57,Honeymoon in Vegas,Andrew Bergman,Columbia Pictures,3.12,0.0
3615,"['cataclysm', 'asteroid', 'leader']","['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']","['Animation', 'Family']",10.0,Dinosaur,Ralph Zondag,Walt Disney Pictures,3.09,354.248
3616,"['college', 'lost and found', 'older brother younger sister']","['Jason Biggs', 'Mena Suvari', 'Zak Orth']","['Drama', 'Comedy', 'Romance']",6.24,Loser,Amy Heckerling,Columbia Pictures,2.64,0.0
3617,"['female nudity', 'sex', 'sexism']","['Breckin Meyer', 'Seann William Scott', 'Amy Smart']","['Comedy', 'Adventure']",8.0,Road Trip,Todd Phillips,DreamWorks SKG,3.14,119.754
3618,"['bank', 'restaurant', 'role of women']","['Woody Allen', 'Carolyn Saxon', 'Tracey Ullman']","['Action', 'Comedy', 'Crime']",9.57,Small Time Crooks,Woody Allen,DreamWorks SKG,3.32,0.0
3619,['teen movie'],"['Robert Wuhl', 'Tony Danza', 'Fran Drescher']",['Comedy'],2.6,The Hollywood Knights,Floyd Mutrux,PolyGram Filmed Entertainment,3.1,10.0
3620,[],"['Blythe Danner', 'James Le Gros', 'Julianne Moore']","['Drama', 'Comedy']",0.23,The Myth Of Fingerprints,Bart Freundlich,Eureka Pictures,3.08,0.459
3622,"['russia', 'hidden fortune']","['Ron Moody', 'Frank Langella', 'Dom DeLuise']",['Comedy'],3.87,The Twelve Chairs,Mel Brooks,Crossbow Productions,3.53,0.0
3627,"['organ', 'car crash', 'b movie']","['Candace Hilligoss', 'Frances Feist', 'Sidney Berger']","['Horror', 'Mystery']",9.51,Carnival of Souls,Herk Harvey,Harcourt Productions,3.45,0.0
3629,"['river', 'gold', 'dance']","['Charlie Chaplin', 'Georgia Hale', 'Mack Swain']","['Adventure', 'Comedy', 'Drama']",6.2,The Gold Rush,Charlie Chaplin,Charles Chaplin Productions,4.06,2.5
3631,"['gay', 'aids', 'homophobia']","['Keri Jo Chapman', 'Teresa Garrett', 'Derrick Sanders']","['Romance', 'Comedy']",0.67,It's in the Water,Kelli Herd,"Keli Herd Film Company, Inc",3.06,0.0
3632,"['villain', 'great depression', 'marriage']","['Charlie Chaplin', 'Mady Correll', 'Allison Roddan']","['Comedy', 'Crime', 'Drama']",6.47,Monsieur Verdoux,Charlie Chaplin,Charles Chaplin Productions,3.76,0.0
3634,"['based on novel', 'white house', 'general']","['Burt Lancaster', 'Kirk Douglas', 'Fredric March']","['Drama', 'Thriller']",2.62,Seven Days in May,John Frankenheimer,Paramount Pictures,4.0,0.0
3641,"['pearl necklace', 'high society', 'railroad station']","['Edna Purviance', 'Clarence Geldart', 'Carl Miller']","['Drama', 'Romance']",1.75,A Woman of Paris,Charlie Chaplin,Charles Chaplin Productions,3.36,0.0
3642,"['gold rush', 'sacramento']","['John Wayne', 'Binnie Barnes', 'Albert Dekker']","['Action', 'Romance', 'Western']",0.89,In Old California,William C. McGann,Republic Pictures,2.89,0.0
3643,"['japanese', 'world war ii', 'u.s. navy']","['John Wayne', 'Susan Hayward', ""Dennis O'Keefe""]","['Action', 'War']",1.58,The Fighting Seabees,Edward Ludwig,Republic Pictures,3.3,0.0
3644,"['civil war', 'marshal', 'kansas']","['Claire Trevor', 'John Wayne', 'Walter Pidgeon']","['Drama', 'Romance', 'Western']",0.76,Dark Command,Raoul Walsh,Republic Pictures (I),3.14,0.0
3649,"['suspicion of murder', 'gigolo', 'callboy']","['Richard Gere', 'Lauren Hutton', 'Judith Ransdell']","['Thriller', 'Drama', 'Crime']",11.53,American Gigolo,Paul Schrader,Paramount Pictures,3.05,22.744
3653,"['surfer', 'surfboard', 'surfing']","['Michael Hynson', 'Robert August', ""Lord 'Tally Ho' Blears""]",['Documentary'],1.38,The Endless Summer,Bruce Brown,Bruce Brown Films,3.79,0.0
3656,"['london england', 'undercover', 'fashion designer']","['George Sanders', 'Lucille Ball', 'Charles Coburn']","['Drama', 'Thriller', 'Mystery']",2.15,Lured,Douglas Sirk,Hunt Stromberg Productions,3.12,0.0
3660,"['puppet', 'murder']","['Paul Le Mat', 'William Hickey', 'Irene Miracle']",['Horror'],6.17,Puppet Master,David Schmoeller,Empire Pictures,2.74,0.0
3661,"['female nudity', 'hotel', 'brain']","['Elizabeth Maclellan', 'Collin Bernsen', 'Steve Welles']",['Horror'],2.79,Puppet Master II,Dave Allen,Full Moon Entertainment,2.19,0.0
3662,[],"['Guy Rolfe', 'Richard Lynch', 'Ian Abercrombie']",['Horror'],3.35,Puppet Master III Toulon's Revenge,David DeCoteau,Full Moon Entertainment,2.13,0.0
3663,"['puppet', 'sequel']","['Gordon Currie', 'Chandra West', 'Ash Adams']",['Horror'],2.42,Puppet Master 4,Jeff Burr,Full Moon Entertainment,1.94,0.0
3664,"['puppet', 'sequel', 'demon']","['Gordon Currie', 'Chandra West', 'Ian Ogilvy']",['Horror'],4.14,Puppet Master 5: The Final Chapter,Jeff Burr,Full Moon Entertainment,1.81,0.0
3665,"['puppet', 'puppet master']","['George Peck', 'Emily Harrison', 'Josh Green']",['Horror'],3.45,Curse of the Puppet Master,David DeCoteau,Full Moon Entertainment,1.87,0.0
3666,"['paris', 'puppet']","['Greg Sestero', 'Brigitte Dau', 'Stephen Blackehart']",['Horror'],1.35,Retro Puppet Master,David DeCoteau,Full Moon Pictures,1.88,0.0
3667,"['prostitute', 'independent film', 'street shootout']","['Burt Reynolds', 'Liza Minnelli', 'James Remar']","['Comedy', 'Crime', 'Action']",0.91,Rent-a-Cop,Jerry London,Kings Road Entertainment,1.91,0.0
3669,['televison'],"['John Ritter', 'Pam Dawber', 'David Tom']","['Comedy', 'Fantasy']",13.72,Stay Tuned,Peter Hyams,Warner Bros.,2.53,10.736
3670,"['journalist', 'italian', 'world war ii']","['Burgess Meredith', 'Robert Mitchum', 'Freddie Steele']","['Drama', 'War']",0.9,The Story of G.I. Joe,William A. Wellman,United Artists,3.41,0.0
3671,"['gun', 'saloon', 'governor']","['Cleavon Little', 'Gene Wilder', 'Harvey Korman']","['Western', 'Comedy']",13.23,Blazing Saddles,Mel Brooks,Crossbow Productions,3.86,119.5
3673,"['hunter', 'wilderness', 'cougar']","['Red Steagall', 'Frank Inn', 'Nancy Francis']","['Action', 'Adventure', 'Family']",2.3,Benji the Hunted,Joe Camp,Embark Production,2.35,0.0
3675,"['show business', 'sister sister relationship', 'stage show']","['Bing Crosby', 'Danny Kaye', 'Rosemary Clooney']","['Comedy', 'Music', 'Romance']",6.72,White Christmas,Michael Curtiz,Paramount Pictures,3.79,0.0
3676,"['baby', 'mutant', 'claustrophobia']","['Jack Nance', 'Charlotte Stewart', 'Allen Joseph']","['Drama', 'Fantasy', 'Horror']",7.87,Eraserhead,David Lynch,American Film Institute (AFI),3.63,7.0
3677,"['indigenous', 'time', 'community']",[],['Documentary'],9.93,Baraka,Ron Fricke,Magidson Films,4.07,0.0
3678,"['prison', 'poker', 'gambling']","['Frank Sinatra', 'Kim Novak', 'Eleanor Parker']","['Crime', 'Drama', 'Romance']",3.35,The Man with the Golden Arm,Otto Preminger,Carlyle Production,3.67,0.0
3679,"['punk', 'midnight movie', 'subculture']","['Alice Bag', 'Claude Bessy', 'Black Flag']","['Documentary', 'Music']",1.55,The Decline of Western Civilization,Penelope Spheeris,Spheeris Films Inc.,3.9,0.0
3682,"['arbitrary law', 'covered investigation', 'uniform']","['Clint Eastwood', 'Hal Holbrook', 'Mitchell Ryan']","['Action', 'Crime', 'Thriller']",10.23,Magnum Force,Ted Post,Warner Bros.,3.6,39.768
3683,"['assassin', 'wife husband relationship', 'planned murder']","['John Getz', 'Frances McDormand', 'Dan Hedaya']","['Crime', 'Drama', 'Thriller']",8.88,Blood Simple,Joel Coen,Circle Films,4.01,0.0
3684,"['jazz', 'liquor', 'success']","['Jeff Bridges', 'Michelle Pfeiffer', 'Beau Bridges']","['Music', 'Drama', 'Romance']",4.34,The Fabulous Baker Boys,Steve Kloves,Tobis,3.32,0.0
3685,"['hitman', 'lovers', 'gangster']","['Jack Nicholson', 'Kathleen Turner', 'Robert Loggia']","['Romance', 'Comedy', 'Crime']",7.51,Prizzi's Honor,John Huston,ABC Pictures,3.58,26.658
3686,"['life and death', 'afterlife', 'swing']","['Kiefer Sutherland', 'Julia Roberts', 'Kevin Bacon']","['Drama', 'Horror', 'Science Fiction']",11.89,Flatliners,Joel Schumacher,Columbia Pictures Corporation,3.25,61.489
3688,"['male nudity', 'female nudity', 'sex']","['Dan Monahan', 'Mark Herrier', 'Wyatt Knight']",['Comedy'],12.65,Porky's,Bob Clark,Melvin Simon Productions,2.73,125.728
3691,"['sex', 'nudity', 'underwear']","['Phoebe Cates', 'Betsy Russell', 'Matthew Modine']","['Comedy', 'Romance']",4.48,Private School,Noel Black,Universal Pictures,2.54,0.0
3692,[],"['Janelle Brady', 'Gil Brenton', 'Robert Prichard']","['Horror', 'Comedy', 'Science Fiction']",4.1,Class of Nuke 'Em High,Richard W. Haines,Troma Entertainment,2.42,0.0
3693,"['corruption', 'mayor', 'anti hero']","['Mitch Cohen', 'Andree Maranda', 'Jennifer Prichard']","['Science Fiction', 'Action', 'Comedy']",8.06,The Toxic Avenger,Lloyd Kaufman,Troma Entertainment,2.82,0.0
3694,"['japan', 'new jersey', 'sequel']","['Ron Fazio', 'John Altamura', 'Phoebe Legere']","['Comedy', 'Horror', 'Action']",2.55,The Toxic Avenger Part II,Michael Herz,Troma Entertainment,2.29,0.0
3695,"['nudity', 'satire', 'sequel']","['Ron Fazio', 'John Altamura', 'Rick Collins']","['Comedy', 'Horror', 'Action']",1.88,The Toxic Avenger Part III: The Last Temptation of Toxie,Michael Herz,Troma Entertainment,2.04,0.0
3696,"['female nudity', 'monster', 'spacecraft']","['Jason Lively', 'Steve Marshall', 'Jill Whitlow']","['Comedy', 'Horror', 'Science Fiction']",5.46,Night of the Creeps,Fred Dekker,TriStar Pictures,2.96,0.0
3697,"['predator', 'war on drugs', 'extraterrestrial technology']","['Kevin Peter Hall', 'Danny Glover', 'Gary Busey']","['Science Fiction', 'Action', 'Thriller']",11.74,Predator 2,Stephen Hopkins,Twentieth Century Fox Film Corporation,2.88,57.12
3698,"['prison', 'chase', 'hunting human beings']","['Arnold Schwarzenegger', 'Richard Dawson', 'María Conchita Alonso']","['Action', 'Science Fiction']",9.39,The Running Man,Paul Michael Glaser,Keith Barish Productions,3.21,38.122
3699,"['places and planets', 'widow', 'lovers']","['Jeff Bridges', 'Karen Allen', 'Charles Martin Smith']","['Action', 'Adventure', 'Romance']",9.76,Starman,John Carpenter,Columbia Pictures,3.41,28.744
3701,"['living together', 'delinquency', 'cop']","['James Caan', 'Mandy Patinkin', 'Terence Stamp']","['Crime', 'Science Fiction', 'Thriller']",15.13,Alien Nation,Graham Baker,Twentieth Century Fox Film Corporation,3.15,32.155
3705,"['poison', 'fbi', 'zoo']","['Mel Gibson', 'Goldie Hawn', 'Joan Severance']","['Action', 'Adventure', 'Comedy']",8.3,Bird on a Wire,John Badham,Universal Pictures,2.72,0.0
3706,"['southern usa', 'amnesia', 'drug addiction']","['Mickey Rourke', 'Robert De Niro', 'Lisa Bonet']","['Horror', 'Mystery', 'Thriller']",7.29,Angel Heart,Alan Parker,TriStar Pictures,3.57,17.186
3707,"['sexual obsession', 'prostitute', ""women's sexual identity""]","['Mickey Rourke', 'Kim Basinger', 'Margaret Whitton']","['Drama', 'Romance']",6.71,Nine 1/2 Weeks,Adrian Lyne,Metro-Goldwyn-Mayer (MGM),3.0,6.736
3708,"['fire', 'telepathy', 'intelligence']","['David Keith', 'Drew Barrymore', 'Freddie Jones']","['Fantasy', 'Drama', 'Horror']",7.05,Firestarter,Mark L. Lester,Universal Pictures,2.98,17.08
3709,"['killing', 'based on novel', 'black humor']","['Brian Krause', 'Mädchen Amick', 'Alice Krige']","['Fantasy', 'Horror', 'Thriller']",5.7,Sleepwalkers,Mick Garris,Columbia Pictures,2.39,30.525
3710,"['showdown', 'suspicion of murder', 'boxer']","['Carl Weathers', 'Craig T. Nelson', 'Vanity']","['Action', 'Adventure', 'Comedy']",14.05,Action Jackson,Craig R. Baxley,Silver Pictures,2.25,20.257
3712,"['tv show', 'soap opera', 'television broadcast']","['Sally Field', 'Kevin Kline', 'Robert Downey Jr.']","['Comedy', 'Drama', 'Romance']",9.9,Soapdish,Michael Hoffman,Paramount Pictures,3.23,36.49
3713,['independent film'],"['Sissy Spacek', 'Whoopi Goldberg', 'Dwight Schultz']","['Drama', 'History']",4.64,The Long Walk Home,Richard Pearce,Miramax Films,3.77,0.0
3714,"['melodrama', 'racism']","['Whoopi Goldberg', 'Michael Ontkean', 'Kathleen Quinlan']",['Drama'],4.92,Clara's Heart,Robert Mulligan,Warner Bros.,3.08,0.0
